Rank;Track;Artist;Streams;Date
195;If I Can't Have You;by Shawn Mendes;35580;8/2/19
196;Rebota;by Guaynaa;35316;8/2/19
197;Dio$ No$ Libre Del Dinero;by ROSALÍA;35008;8/2/19
198;No te enamores;by Efecto Pasillo;34970;8/2/19
199;Ni La Hora;by Ana Guerra, Juan Magán;34953;8/2/19
200;Guayo;by Zion & Lennox, Anuel AA, Haze;34939;8/2/19
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;722506;8/3/19
2;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;462116;8/3/19
3;Callaita;by Bad Bunny, Tainy;384159;8/3/19
4;Lola Bunny;by Lola Indigo, Don Patricio;307293;8/3/19
5;Señorita;by Shawn Mendes, Camila Cabello;306438;8/3/19
6;Soltera - Remix;by Lunay, Daddy Yankee, Bad Bunny;294376;8/3/19
7;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;291669;8/3/19
8;Mirándote;by Rvfv;272330;8/3/19
9;LA CANCIÓN;by J Balvin, Bad Bunny;271184;8/3/19
10;QUE PRETENDES;by J Balvin, Bad Bunny;261858;8/3/19
11;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;242655;8/3/19
12;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;235296;8/3/19
13;Diavla;by Chris Viz, Young Vene;227153;8/3/19
14;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;219886;8/3/19
15;11:00 PM;by Maluma;214143;8/3/19
16;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;213198;8/3/19
17;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;198916;8/3/19
18;Con Altura;by ROSALÍA, J Balvin, El Guincho;193700;8/3/19
19;Milionària;by ROSALÍA;189063;8/3/19
20;Con Calma;by Daddy Yankee, Snow;181200;8/3/19
21;Te Soñé De Nuevo;by Ozuna;180347;8/3/19
22;Calma - Remix;by Pedro Capó, Farruko;177515;8/3/19
23;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;177110;8/3/19
24;Bésame;by David Bisbal, Juan Magán;173463;8/3/19
25;Hola Señorita;by GIMS, Maluma;172425;8/3/19
26;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;167527;8/3/19
27;Velitas;by Darell, Brytiago;163475;8/3/19
28;Inocente;by Myke Towers;159916;8/3/19
29;Te Robaré;by Nicky Jam, Ozuna;157342;8/3/19
30;Soldi (feat. Maikel Delacalle);by Mahmood;156677;8/3/19
31;Tal Vez;by Paulo Londra;151202;8/3/19
32;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;150558;8/3/19
33;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;149054;8/3/19
34;Mi Morena;by Juanfran;148885;8/3/19
35;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;148267;8/3/19
36;Cicatrices (feat. Indara);by Sergio Contreras;147192;8/3/19
37;Me Quedo;by Aitana, Lola Indigo;146607;8/3/19
38;Contra La Pared;by Sean Paul, J Balvin;145686;8/3/19
39;Ellos;by Ceky Viciny;139649;8/3/19
40;Santa María (Feat. Busy Signal);by Bad Gyal;136755;8/3/19
41;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;136422;8/3/19
42;Swing;by Danny Ocean;136072;8/3/19
43;No Te Veo - Remix;by Casper Magico, Anuel AA;134021;8/3/19
44;DOLLAR;by Becky G, Myke Towers;133145;8/3/19
45;Otro Trago;by Sech, Darell;132455;8/3/19
46;La Playa;by Myke Towers;125918;8/3/19
47;I Don't Care (with Justin Bieber);by Ed Sheeran;125009;8/3/19
48;Enchochado de Ti;by Don Patricio;124330;8/3/19
49;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;120955;8/3/19
50;HP;by Maluma;120761;8/3/19
51;MOJAITA;by J Balvin, Bad Bunny;119165;8/3/19
52;Si Se Da;by Myke Towers, Farruko;118798;8/3/19
53;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;116564;8/3/19
54;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;106484;8/3/19
55;Gan-Ga;by Bryant Myers;105614;8/3/19
56;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;97921;8/3/19
57;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;96497;8/3/19
58;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;94778;8/3/19
59;Cambio;by Ozuna, Anuel AA;89168;8/3/19
60;Si Supieras;by Daddy Yankee, Wisin & Yandel;88447;8/3/19
61;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;88236;8/3/19
62;Presiento;by Morat, Aitana;88092;8/3/19
63;bad guy;by Billie Eilish;86282;8/3/19
64;Bellacoso;by Residente, Bad Bunny;81512;8/3/19
65;Hookah;by Bad Gyal;78473;8/3/19
66;Amanece;by Anuel AA, Haze;76487;8/3/19
67;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;75647;8/3/19
68;Atrévete;by Nicky Jam, Sech;74955;8/3/19
69;Baila Baila Baila;by Ozuna;73694;8/3/19
70;De Tranquilote;by Danny Romero, Lérica;73688;8/3/19
71;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;73157;8/3/19
72;Boomerang;by Sech;73021;8/3/19
73;Aleluya;by Reik, Manuel Turizo;71794;8/3/19
74;La Respuesta;by Becky G, Maluma;71224;8/3/19
75;5 Sentidos;by Dvicio, Taburete;70290;8/3/19
76;Cúrame (feat. Manuel Turizo);by Prince Royce;69974;8/3/19
77;Maldición;by Lola Indigo, Lalo Ebratt;67888;8/3/19
78;Punto G;by KAROL G;66290;8/3/19
79;Adan y Eva;by Paulo Londra;65692;8/3/19
80;Soldadito de Hierro;by Nil Moliner;65140;8/3/19
81;Amor Genuino;by Ozuna;64635;8/3/19
82;El Efecto;by Rauw Alejandro, Chencho Corleone;64492;8/3/19
83;Celébrate;by Miki Núñez;64036;8/3/19
84;Secreto;by Anuel AA, KAROL G;63186;8/3/19
85;Aute Cuture;by ROSALÍA;62001;8/3/19
86;Nada Sale Mal;by Aitana;61836;8/3/19
87;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;61535;8/3/19
88;Ocean;by KAROL G;61481;8/3/19
89;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;60672;8/3/19
90;Muito Calor;by Ozuna, Anitta;60107;8/3/19
91;Me llama;by Beret;59428;8/3/19
92;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;59147;8/3/19
93;Un Año;by Sebastian Yatra, Reik;58961;8/3/19
94;En Cero;by Yandel, Sebastian Yatra, Manuel Turizo;58646;8/3/19
95;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;57409;8/3/19
96;boyfriend (with Social House);by Ariana Grande;57379;8/3/19
97;Aullando;by Wisin & Yandel, Romeo Santos;56608;8/3/19
98;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;55709;8/3/19
99;Latina (feat. Maluma);by Reykon;55080;8/3/19
100;Sucker;by Jonas Brothers;54383;8/3/19
101;Mujer Bruja;by Lola Indigo, Mala Rodríguez;53327;8/3/19
102;MALAMENTE - Cap.1: Augurio;by ROSALÍA;53269;8/3/19
103;nana triste;by Natalia Lacunza, Guitarricadelafuente;53155;8/3/19
104;Una Vida Para Recordar;by Piso 21, Myke Towers;52240;8/3/19
105;Mona Lisa;by Nacho, Nicky Jam;51944;8/3/19
106;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;51020;8/3/19
107;Qué Bonito Es Querer;by Manuel Carrasco;50029;8/3/19
108;Te Olvidaré;by MYA, Pedro Capó;49576;8/3/19
109;Pa ti pa mí na má;by Demarco Flamenco;49516;8/3/19
110;Shallow;by Lady Gaga, Bradley Cooper;49433;8/3/19
111;Con La Miel En Los Labios;by Aitana;49391;8/3/19
112;Beautiful People (feat. Khalid);by Ed Sheeran;48518;8/3/19
113;Sin Pijama;by Becky G, Natti Natasha;47174;8/3/19
114;Vaina Loca;by Ozuna, Manuel Turizo;46871;8/3/19
115;Brasilera;by Dvicio;45288;8/3/19
116;Te echo de menos;by Beret;45089;8/3/19
117;Por Eso Vine;by Paulo Londra;44981;8/3/19
118;Vas A Quedarte;by Aitana;44969;8/3/19
119;Someone You Loved;by Lewis Capaldi;44927;8/3/19
120;La Libertad;by Alvaro Soler;44767;8/3/19
121;Imposible;by Luis Fonsi, Ozuna;44451;8/3/19
122;Quedará En Nuestra Mente;by Amaia;44422;8/3/19
123;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;44156;8/3/19
124;Ya No Quiero Ná;by Lola Indigo;44020;8/3/19
125;Soldadito marinero;by Fito y Fitipaldis;43025;8/3/19
126;Llégale;by Lunay, Zion & Lennox;42535;8/3/19
127;Te esperaré toda la vida;by Dani Fernández;41986;8/3/19
128;Bohemian Rhapsody - Remastered 2011;by Queen;41882;8/3/19
129;Cristina;by Sebastian Yatra;41868;8/3/19
130;Otra Vez;by Justin Quiles;41827;8/3/19
131;Cuando Nadie Ve;by Morat;41752;8/3/19
132;Cuando zarpa el amor (feat. Juan Magán);by Camela;41002;8/3/19
133;Don't Call Me Up;by Mabel;40839;8/3/19
134;Desconocidos;by Mau y Ricky, Manuel Turizo, Camilo;40671;8/3/19
135;Fuego;by Estopa;40613;8/3/19
136;Me Vuelvo Loco;by Abraham Mateo, CNCO;40594;8/3/19
137;Ganas Sobran;by Bryant Myers, Miky Woodz, Justin Quiles;40173;8/3/19
138;Lo siento;by Beret;39914;8/3/19
139;Princesas;by Pereza;39441;8/3/19
140;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;39219;8/3/19
141;Destino;by Greeicy, Nacho;39219;8/3/19
142;Tenamoras;by DELLAFUENTE, Mala Rodríguez;39212;8/3/19
143;MIA (feat. Drake);by Bad Bunny;39142;8/3/19
144;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;39048;8/3/19
145;No Te Preocupes por Mi;by Leiva;38635;8/3/19
146;Como Tu;by Bandaga;38511;8/3/19
147;Perdón;by David Bisbal, Greeicy;38081;8/3/19
148;7 rings;by Ariana Grande;38015;8/3/19
149;Besos En Guerra;by Morat, Juanes;37849;8/3/19
150;La Plata (feat. Lalo Ebratt);by Juanes;37815;8/3/19
151;Disparos;by Dani Fernández;37605;8/3/19
152;Usted;by Juan Magán, Mala Rodríguez;37585;8/3/19
153;Soltera;by Lunay, Chris Jedi, Gaby Music;37536;8/3/19
154;How Do You Sleep?;by Sam Smith;37502;8/3/19
155;Adictiva;by Daddy Yankee, Anuel AA;37477;8/3/19
156;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);by DJ Snake;37455;8/3/19
157;Solterita De Oro;by Lérica, Gente De Zona, Leslie Shaw;37338;8/3/19
158;Esclavo de Tus Besos;by Manuel Turizo, Ozuna;37160;8/3/19
159;COMO UN BEBÉ;by J Balvin, Bad Bunny, Mr Eazi;36985;8/3/19
160;TELÉFONO;by Aitana;36739;8/3/19
161;Guantanamera;by Guitarricadelafuente;36705;8/3/19
162;Piece Of Your Heart;by MEDUZA, Goodboys;36597;8/3/19
163;Otra Copa;by Bandaga;36550;8/3/19
164;No Lo Trates;by Pitbull, Daddy Yankee, Natti Natasha;36524;8/3/19
165;Soldi;by Mahmood;36489;8/3/19
166;Como Camarón;by Estopa;36415;8/3/19
167;Te Vi;by Piso 21, Micro TDH;36161;8/3/19
168;A Escondidas;by $kyhook, Morad;36138;8/3/19
169;Me Rehúso;by Danny Ocean;35746;8/3/19
170;Sirenas;by Taburete;35739;8/3/19
171;La Boca;by Mau y Ricky, Camilo;35720;8/3/19
172;Vuela;by Bombai;35684;8/3/19
173;Como el Agua;by Omar Montes;35681;8/3/19
174;R.I.P. (feat. Rita Ora & Anitta);by Sofía Reyes;35661;8/3/19
175;Goodbyes (Feat. Young Thug);by Post Malone;35566;8/3/19
176;Que Me Baile;by ChocQuibTown, Becky G;35205;8/3/19
177;Bandolera;by Bryant Myers, Alex Rose;35147;8/3/19
178;Booty;by C. Tangana, Becky G;34789;8/3/19
179;A Partir De Hoy;by David Bisbal, Sebastian Yatra;34467;8/3/19
180;Ta To Gucci (Remix);by Cauty, Brytiago, Darell, Cosculluela, Rafa Pabön, Chencho Corleone;34096;8/3/19
181;Ni La Hora;by Ana Guerra, Juan Magán;34005;8/3/19
182;Rebota;by Guaynaa;33752;8/3/19
183;Say My Name;by David Guetta, Bebe Rexha, J Balvin;33620;8/3/19
184;La isla del amor (feat. Maki);by Demarco Flamenco;33554;8/3/19
185;Ransom;by Lil Tecca;33212;8/3/19
186;High Hopes;by Panic! At The Disco;33208;8/3/19
187;Échame La Culpa;by Luis Fonsi, Demi Lovato;33191;8/3/19
188;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;33167;8/3/19
189;Mejor No Nos Vemos;by Rels B;33012;8/3/19
190;DJ No Pare;by Justin Quiles;32990;8/3/19
191;La Cintura;by Alvaro Soler;32987;8/3/19
192;Pa' Llamar Tu Atención (feat. MC Bin Laden);by C. Tangana;32556;8/3/19
193;Ibiza;by Ozuna, Romeo Santos;32248;8/3/19
194;No Me Acuerdo;by Thalia, Natti Natasha;32005;8/3/19
195;Guayo;by Zion & Lennox, Anuel AA, Haze;31468;8/3/19
196;Ve y dile (feat. Antonio José);by Nyno Vargas;31411;8/3/19
197;Te Boté - Remix;by Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam;31255;8/3/19
198;La Romana;by Bad Bunny, El Alfa;31240;8/3/19
199;Tan Buena;by Gente De Zona, Mau y Ricky;31227;8/3/19
200;Never Really Over;by Katy Perry;31200;8/3/19
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;591846;8/4/19
2;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;373621;8/4/19
3;Callaita;by Bad Bunny, Tainy;311676;8/4/19
4;Señorita;by Shawn Mendes, Camila Cabello;257926;8/4/19
5;Lola Bunny;by Lola Indigo, Don Patricio;251519;8/4/19
6;Soltera - Remix;by Lunay, Daddy Yankee, Bad Bunny;239600;8/4/19
7;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;236216;8/4/19
8;LA CANCIÓN;by J Balvin, Bad Bunny;227664;8/4/19
9;Mirándote;by Rvfv;222170;8/4/19
10;QUE PRETENDES;by J Balvin, Bad Bunny;212645;8/4/19
11;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;199281;8/4/19
12;Diavla;by Chris Viz, Young Vene;188472;8/4/19
13;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;179946;8/4/19
14;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;173584;8/4/19
15;11:00 PM;by Maluma;172566;8/4/19
16;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;171968;8/4/19
17;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;170813;8/4/19
18;Con Altura;by ROSALÍA, J Balvin, El Guincho;157884;8/4/19
19;Milionària;by ROSALÍA;154475;8/4/19
20;Con Calma;by Daddy Yankee, Snow;147502;8/4/19
21;Te Soñé De Nuevo;by Ozuna;146007;8/4/19
22;Calma - Remix;by Pedro Capó, Farruko;145631;8/4/19
23;Velitas;by Darell, Brytiago;145273;8/4/19
24;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;142835;8/4/19
25;Hola Señorita;by GIMS, Maluma;137051;8/4/19
26;Bésame;by David Bisbal, Juan Magán;136813;8/4/19
27;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;136321;8/4/19
28;Inocente;by Myke Towers;130065;8/4/19
29;Te Robaré;by Nicky Jam, Ozuna;126716;8/4/19
30;Soldi (feat. Maikel Delacalle);by Mahmood;126436;8/4/19
31;Tal Vez;by Paulo Londra;124520;8/4/19
32;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;123203;8/4/19
33;Mi Morena;by Juanfran;122949;8/4/19
34;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;121504;8/4/19
35;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;119369;8/4/19
36;Cicatrices (feat. Indara);by Sergio Contreras;119356;8/4/19
37;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;117782;8/4/19
38;Me Quedo;by Aitana, Lola Indigo;116447;8/4/19
39;Contra La Pared;by Sean Paul, J Balvin;115856;8/4/19
40;DOLLAR;by Becky G, Myke Towers;115852;8/4/19
41;Santa María (Feat. Busy Signal);by Bad Gyal;112861;8/4/19
42;Ellos;by Ceky Viciny;112688;8/4/19
43;Otro Trago;by Sech, Darell;111236;8/4/19
44;No Te Veo - Remix;by Casper Magico, Anuel AA;110707;8/4/19
45;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;109899;8/4/19
46;Swing;by Danny Ocean;109856;8/4/19
47;Enchochado de Ti;by Don Patricio;105481;8/4/19
48;I Don't Care (with Justin Bieber);by Ed Sheeran;105280;8/4/19
49;La Playa;by Myke Towers;104566;8/4/19
50;HP;by Maluma;102346;8/4/19
51;Gan-Ga;by Bryant Myers;95973;8/4/19
52;MOJAITA;by J Balvin, Bad Bunny;93328;8/4/19
53;Si Se Da;by Myke Towers, Farruko;93225;8/4/19
54;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;92810;8/4/19
55;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;84134;8/4/19
56;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;81575;8/4/19
57;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;81050;8/4/19
58;Presiento;by Morat, Aitana;76952;8/4/19
59;Cambio;by Ozuna, Anuel AA;74551;8/4/19
60;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;74365;8/4/19
61;bad guy;by Billie Eilish;73525;8/4/19
62;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;73424;8/4/19
63;Si Supieras;by Daddy Yankee, Wisin & Yandel;68695;8/4/19
64;Bellacoso;by Residente, Bad Bunny;67894;8/4/19
65;Hookah;by Bad Gyal;64692;8/4/19
66;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;62389;8/4/19
67;Amanece;by Anuel AA, Haze;62064;8/4/19
68;Boomerang;by Sech;62032;8/4/19
69;Baila Baila Baila;by Ozuna;61187;8/4/19
70;De Tranquilote;by Danny Romero, Lérica;61177;8/4/19
71;Atrévete;by Nicky Jam, Sech;60849;8/4/19
72;5 Sentidos;by Dvicio, Taburete;60054;8/4/19
73;Soldadito de Hierro;by Nil Moliner;59536;8/4/19
74;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;57109;8/4/19
75;Aleluya;by Reik, Manuel Turizo;56954;8/4/19
76;La Respuesta;by Becky G, Maluma;56776;8/4/19
77;Cúrame (feat. Manuel Turizo);by Prince Royce;55446;8/4/19
78;Adan y Eva;by Paulo Londra;54963;8/4/19
79;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;54628;8/4/19
80;Ocean;by KAROL G;54570;8/4/19
81;Amor Genuino;by Ozuna;54072;8/4/19
82;Me llama;by Beret;53577;8/4/19
83;El Efecto;by Rauw Alejandro, Chencho Corleone;53303;8/4/19
84;Nada Sale Mal;by Aitana;53285;8/4/19
85;Punto G;by KAROL G;53262;8/4/19
86;Maldición;by Lola Indigo, Lalo Ebratt;53032;8/4/19
87;Aute Cuture;by ROSALÍA;52412;8/4/19
88;Secreto;by Anuel AA, KAROL G;52116;8/4/19
89;Un Año;by Sebastian Yatra, Reik;52009;8/4/19
90;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;51830;8/4/19
91;Celébrate;by Miki Núñez;51492;8/4/19
92;boyfriend (with Social House);by Ariana Grande;49023;8/4/19
93;nana triste;by Natalia Lacunza, Guitarricadelafuente;48301;8/4/19
94;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;48171;8/4/19
95;Muito Calor;by Ozuna, Anitta;47996;8/4/19
96;Sucker;by Jonas Brothers;46146;8/4/19
97;Latina (feat. Maluma);by Reykon;45963;8/4/19
98;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;45651;8/4/19
99;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;45315;8/4/19
100;Aullando;by Wisin & Yandel, Romeo Santos;45105;8/4/19
101;En Cero;by Yandel, Sebastian Yatra, Manuel Turizo;44797;8/4/19
102;MALAMENTE - Cap.1: Augurio;by ROSALÍA;44635;8/4/19
103;Con La Miel En Los Labios;by Aitana;44450;8/4/19
104;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;44187;8/4/19
105;Shallow;by Lady Gaga, Bradley Cooper;44154;8/4/19
106;Qué Bonito Es Querer;by Manuel Carrasco;43299;8/4/19
107;Mujer Bruja;by Lola Indigo, Mala Rodríguez;42418;8/4/19
108;Beautiful People (feat. Khalid);by Ed Sheeran;42172;8/4/19
109;Pa ti pa mí na má;by Demarco Flamenco;41636;8/4/19
110;Una Vida Para Recordar;by Piso 21, Myke Towers;41564;8/4/19
111;Someone You Loved;by Lewis Capaldi;41159;8/4/19
112;Te echo de menos;by Beret;41071;8/4/19
113;Vas A Quedarte;by Aitana;40298;8/4/19
114;Soldadito marinero;by Fito y Fitipaldis;38212;8/4/19
115;Sin Pijama;by Becky G, Natti Natasha;38208;8/4/19
116;Por Eso Vine;by Paulo Londra;38111;8/4/19
117;Mona Lisa;by Nacho, Nicky Jam;37830;8/4/19
118;Vaina Loca;by Ozuna, Manuel Turizo;37761;8/4/19
119;Lo siento;by Beret;37583;8/4/19
120;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;37466;8/4/19
121;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;37318;8/4/19
122;Te Olvidaré;by MYA, Pedro Capó;37173;8/4/19
123;Cuando Nadie Ve;by Morat;36839;8/4/19
124;Cristina;by Sebastian Yatra;36718;8/4/19
125;Imposible;by Luis Fonsi, Ozuna;36448;8/4/19
126;A Escondidas;by $kyhook, Morad;36376;8/4/19
127;Bohemian Rhapsody - Remastered 2011;by Queen;36066;8/4/19
128;Brasilera;by Dvicio;36000;8/4/19
129;Te esperaré toda la vida;by Dani Fernández;35883;8/4/19
130;Fuego;by Estopa;35664;8/4/19
131;No Te Preocupes por Mi;by Leiva;35510;8/4/19
132;La Libertad;by Alvaro Soler;35429;8/4/19
133;Ya No Quiero Ná;by Lola Indigo;34917;8/4/19
134;Guantanamera;by Guitarricadelafuente;34913;8/4/19
135;Princesas;by Pereza;34893;8/4/19
136;Ganas Sobran;by Bryant Myers, Miky Woodz, Justin Quiles;34748;8/4/19
137;Don't Call Me Up;by Mabel;34701;8/4/19
138;How Do You Sleep?;by Sam Smith;34189;8/4/19
139;MIA (feat. Drake);by Bad Bunny;34098;8/4/19
140;Como Tu;by Bandaga;34000;8/4/19
141;Otra Vez;by Justin Quiles;33874;8/4/19
142;Llégale;by Lunay, Zion & Lennox;33786;8/4/19
143;Besos En Guerra;by Morat, Juanes;33412;8/4/19
144;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;33264;8/4/19
145;Disparos;by Dani Fernández;32727;8/4/19
146;Soldi;by Mahmood;32649;8/4/19
147;Sirenas;by Taburete;32507;8/4/19
148;Tenamoras;by DELLAFUENTE, Mala Rodríguez;32400;8/4/19
149;Cuando zarpa el amor (feat. Juan Magán);by Camela;32383;8/4/19
150;Como Camarón;by Estopa;32220;8/4/19
151;Adictiva;by Daddy Yankee, Anuel AA;32102;8/4/19
152;Quedará En Nuestra Mente;by Amaia;32066;8/4/19
153;Desconocidos;by Mau y Ricky, Manuel Turizo, Camilo;31928;8/4/19
154;7 rings;by Ariana Grande;31843;8/4/19
155;Me Vuelvo Loco;by Abraham Mateo, CNCO;31264;8/4/19
156;Goodbyes (Feat. Young Thug);by Post Malone;31179;8/4/19
157;Ransom;by Lil Tecca;31175;8/4/19
158;Perdón;by David Bisbal, Greeicy;31133;8/4/19
159;TELÉFONO;by Aitana;31068;8/4/19
160;Otra Copa;by Bandaga;30839;8/4/19
161;Piece Of Your Heart;by MEDUZA, Goodboys;30808;8/4/19
162;Como el Agua;by Omar Montes;30785;8/4/19
163;Mejor No Nos Vemos;by Rels B;30755;8/4/19
164;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);by DJ Snake;30696;8/4/19
165;COMO UN BEBÉ;by J Balvin, Bad Bunny, Mr Eazi;30635;8/4/19
166;Me Rehúso;by Danny Ocean;30543;8/4/19
167;Usted;by Juan Magán, Mala Rodríguez;30503;8/4/19
168;Esclavo de Tus Besos;by Manuel Turizo, Ozuna;30317;8/4/19
169;Soltera;by Lunay, Chris Jedi, Gaby Music;30252;8/4/19
170;No Lo Trates;by Pitbull, Daddy Yankee, Natti Natasha;30065;8/4/19
171;Te Vi;by Piso 21, Micro TDH;29994;8/4/19
172;Vuela;by Bombai;29968;8/4/19
173;Ta To Gucci (Remix);by Cauty, Brytiago, Darell, Cosculluela, Rafa Pabön, Chencho Corleone;29875;8/4/19
174;Destino;by Greeicy, Nacho;29824;8/4/19
175;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;29594;8/4/19
176;Bandolera;by Bryant Myers, Alex Rose;29565;8/4/19
177;Booty;by C. Tangana, Becky G;29529;8/4/19
178;La Boca;by Mau y Ricky, Camilo;29202;8/4/19
179;La Plata (feat. Lalo Ebratt);by Juanes;29198;8/4/19
180;La isla del amor (feat. Maki);by Demarco Flamenco;29045;8/4/19
181;A Partir De Hoy;by David Bisbal, Sebastian Yatra;28651;8/4/19
182;R.I.P. (feat. Rita Ora & Anitta);by Sofía Reyes;28642;8/4/19
183;Solterita De Oro;by Lérica, Gente De Zona, Leslie Shaw;28487;8/4/19
184;Pa' Llamar Tu Atención (feat. MC Bin Laden);by C. Tangana;28133;8/4/19
185;Say My Name;by David Guetta, Bebe Rexha, J Balvin;27992;8/4/19
186;Rebota;by Guaynaa;27846;8/4/19
187;Cicatrices;by Natos y Waor;27618;8/4/19
188;LHNA (with Anuel AA);by RobGz;27597;8/4/19
